date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:31:48	35364/35364	U-----	200	untouched ('')	image/jpeg	date:Thu,%2009%20May%202019%2000:38:44%20GMT	http://www.techshore.com/assets/images/banners/5.jpg	D:/WEBSITE/techshore/www.techshore.com/assets/images/banners/5.jpg	(from http://www.techshore.com/style.css)
01:31:48	127835/127835	U-----	200	untouched ('')	image/jpeg	date:Wed,%2017%20Jun%202020%2023:31:04%20GMT	http://www.techshore.com/assets/images/banners/gas-lift-ban.jpg	D:/WEBSITE/techshore/www.techshore.com/assets/images/banners/gas-lift-ban.jpg	(from http://www.techshore.com/style.css)
01:31:48	115621/115621	U-----	200	untouched ('')	image/jpeg	date:Tue,%2012%20May%202020%2006:12:46%20GMT	http://www.techshore.com/assets/images/banners/555.jpg	D:/WEBSITE/techshore/www.techshore.com/assets/images/banners/555.jpg	(from http://www.techshore.com/style.css)
01:31:48	181265/181265	U-----	200	untouched ('')	image/jpeg	date:Thu,%2018%20Jun%202020%2001:09:06%20GMT	http://www.techshore.com/assets/images/banners/tp-instrumentation.jpg	D:/WEBSITE/techshore/www.techshore.com/assets/images/banners/tp-instrumentation.jpg	(from http://www.techshore.com/style.css)
01:31:48	177472/177472	U-----	200	untouched ('')	image/jpeg	date:Thu,%2018%20Jun%202020%2002:13:52%20GMT	http://www.techshore.com/assets/images/banners/bg-welding.jpg	D:/WEBSITE/techshore/www.techshore.com/assets/images/banners/bg-welding.jpg	(from http://www.techshore.com/style.css)
01:31:49	300095/300095	U-----	200	untouched ('')	image/jpeg	date:Thu,%2018%20Jun%202020%2018:35:16%20GMT	http://www.techshore.com/assets/images/banners/bg-oil-gas.jpg	D:/WEBSITE/techshore/www.techshore.com/assets/images/banners/bg-oil-gas.jpg	(from http://www.techshore.com/style.css)
01:31:49	190079/190079	U-----	200	untouched ('')	image/jpeg	date:Thu,%2018%20Jun%202020%2002:38:50%20GMT	http://www.techshore.com/assets/images/banners/bg-og-production.jpg	D:/WEBSITE/techshore/www.techshore.com/assets/images/banners/bg-og-production.jpg	(from http://www.techshore.com/style.css)
01:31:49	932368/932368	U-----	200	untouched ('')	image/jpeg	date:Thu,%2018%20Jun%202020%2003:16:32%20GMT	http://www.techshore.com/assets/images/banners/bg-civil-course.jpg	D:/WEBSITE/techshore/www.techshore.com/assets/images/banners/bg-civil-course.jpg	(from http://www.techshore.com/style.css)
01:31:49	168480/168480	U-----	200	untouched ('')	image/jpeg	date:Thu,%2018%20Jun%202020%2003:06:44%20GMT	http://www.techshore.com/assets/images/banners/bg-pump-op.jpg	D:/WEBSITE/techshore/www.techshore.com/assets/images/banners/bg-pump-op.jpg	(from http://www.techshore.com/style.css)
01:31:49	1042758/1042758	U-----	200	untouched ('')	image/jpeg	date:Thu,%2018%20Jun%202020%2001:49:40%20GMT	http://www.techshore.com/assets/images/banners/bg-instrumentation.jpg	D:/WEBSITE/techshore/www.techshore.com/assets/images/banners/bg-instrumentation.jpg	(from http://www.techshore.com/style.css)
01:31:49	1048107/1048107	U-----	200	untouched ('')	image/jpeg	date:Thu,%2018%20Jun%202020%2001:49:16%20GMT	http://www.techshore.com/assets/images/banners/bg-industrial-automation.jpg	D:/WEBSITE/techshore/www.techshore.com/assets/images/banners/bg-industrial-automation.jpg	(from http://www.techshore.com/style.css)
01:31:50	1130818/1130818	U-----	200	untouched ('')	image/jpeg	date:Thu,%2018%20Jun%202020%2001:50:18%20GMT	http://www.techshore.com/assets/images/banners/bg-logistics.jpg	D:/WEBSITE/techshore/www.techshore.com/assets/images/banners/bg-logistics.jpg	(from http://www.techshore.com/style.css)
01:31:50	995228/995228	U-----	200	untouched ('')	image/jpeg	date:Thu,%2018%20Jun%202020%2001:50:26%20GMT	http://www.techshore.com/assets/images/banners/bg-mep.jpg	D:/WEBSITE/techshore/www.techshore.com/assets/images/banners/bg-mep.jpg	(from http://www.techshore.com/style.css)
01:31:50	936740/936740	U-----	200	untouched ('')	image/jpeg	date:Thu,%2018%20Jun%202020%2001:50:46%20GMT	http://www.techshore.com/assets/images/banners/bg-solar.jpg	D:/WEBSITE/techshore/www.techshore.com/assets/images/banners/bg-solar.jpg	(from http://www.techshore.com/style.css)
01:31:50	918195/918195	U-----	200	untouched ('')	image/jpeg	date:Thu,%2018%20Jun%202020%2001:50:36%20GMT	http://www.techshore.com/assets/images/banners/bg-safety.jpg	D:/WEBSITE/techshore/www.techshore.com/assets/images/banners/bg-safety.jpg	(from http://www.techshore.com/style.css)
01:31:50	123732/123732	U-----	200	untouched ('')	image/jpeg	date:Thu,%2018%20Jun%202020%2003:40:50%20GMT	http://www.techshore.com/assets/images/banners/bg-cot-process.jpg	D:/WEBSITE/techshore/www.techshore.com/assets/images/banners/bg-cot-process.jpg	(from http://www.techshore.com/style.css)
01:31:51	190748/190748	U-----	200	untouched ('')	image/jpeg	date:Thu,%2018%20Jun%202020%2004:07:26%20GMT	http://www.techshore.com/assets/images/banners/bg-ctsc-objectives.jpg	D:/WEBSITE/techshore/www.techshore.com/assets/images/banners/bg-ctsc-objectives.jpg	(from http://www.techshore.com/style.css)
01:31:51	171310/171310	U-----	200	untouched ('')	image/jpeg	date:Thu,%2018%20Jun%202020%2003:51:26%20GMT	http://www.techshore.com/assets/images/banners/bg-centrifugal.jpg	D:/WEBSITE/techshore/www.techshore.com/assets/images/banners/bg-centrifugal.jpg	(from http://www.techshore.com/style.css)
01:31:51	23624/23624	U-----	200	untouched ('')	image/jpeg	date:Thu,%2009%20May%202019%2000:38:44%20GMT	http://www.techshore.com/assets/images/ad/1.jpg	D:/WEBSITE/techshore/www.techshore.com/assets/images/ad/1.jpg	(from http://www.techshore.com/style.css)
01:31:51	12422/12422	U-----	200	untouched ('')	image/png	date:Thu,%2007%20May%202020%2022:48:04%20GMT	http://www.techshore.com/icon.png	D:/WEBSITE/techshore/www.techshore.com/icon.png	(from http://www.techshore.com/course-list.html)
01:31:52	70445/70445	U-----	200	untouched ('OK')	text/html	date:Sat,%2017%20Jul%202021%2010:06:58%20GMT	http://www.techshore.com/mechanical_mep.html	D:/WEBSITE/techshore/www.techshore.com/mechanical_mep.html	(from http://www.techshore.com/course-list.html)
